974.6,87.0,0.2
979.0,80.0,0.4
979.1,76.0,1.6
980.5,85.0,0.8
980.7,80.0,2.0
981.0,73.0,0.8
981.6,91.0,3.0
981.7,79.0,1.0
982.7,93.0,2.2
983.2,89.0,4.4
983.4,79.5,2.4
983.6,72.0,2.0
984.2,77.66666666666667,1.2
985.5,87.0,0.6
985.6,77.0,3.6
986.1,72.0,1.4
986.3,90.0,18.6
986.4,78.0,0.6
986.6,84.0,23.2
986.8,93.0,29.0
987.4,70.0,1.6
987.5,98.0,19.8
988.0,93.0,0.8
988.4,51.0,0.8
988.5,76.0,4.5
989.1,98.0,1.8
989.7,82.0,0.2
989.8,84.0,2.0
989.9,81.0,4.6
990.1,79.5,14.1
990.8,82.0,2.6
991.2,76.0,2.0
991.4,82.0,0.8
991.9,95.0,1.8
992.0,79.0,0.4
992.2,81.0,1.8
992.4,73.0,5.4
992.7,88.0,0.2
993.3,82.0,1.0
993.4,82.66666666666667,3.2000000000000006
993.5,72.0,0.5
993.6,73.5,1.1
993.7,94.0,1.8
993.8,73.33333333333333,1.2666666666666668
994.0,91.0,4.4
994.2,58.0,1.2
994.3,88.0,1.5
994.4,68.0,0.30000000000000004
994.5,93.0,2.4
994.6,78.0,2.866666666666667
994.8,96.0,0.2
995.0,82.66666666666667,3.1999999999999997
995.1,86.0,3.3333333333333335
995.2,53.0,0.6
995.3,81.66666666666667,4.866666666666666
995.5,97.0,0.4
995.6,68.5,0.4
995.8,86.5,3.6
995.9,97.0,10.2
996.0,93.5,6.7
996.1,80.0,4.8
996.2,98.0,4.4
996.3,74.0,2.8
996.4,89.0,11.399999999999999
996.5,85.0,5.2
996.6,93.66666666666667,2.8666666666666667
996.7,72.28571428571429,4.3428571428571425
996.8,89.33333333333333,0.20000000000000004
996.9,90.0,6.466666666666666
997.0,88.8,3.56
997.1,85.0,2.9000000000000004
997.2,92.66666666666667,3.733333333333333
997.3,72.33333333333333,3.466666666666667
997.4,47.0,0.4
997.5,68.5,0.8
997.6,38.5,0.2
997.7,85.0,2.9333333333333336
997.8,65.6,0.96
997.9,79.6,7.4799999999999995
998.0,81.66666666666667,4.066666666666667
998.1,75.0,1.8
998.2,93.0,4.2
998.3,79.14285714285714,1.6857142857142857
998.4,94.66666666666667,3.1999999999999997
998.5,71.14285714285714,0.48571428571428577
998.6,86.5,5.766666666666667
998.7,86.71428571428571,7.657142857142857
998.8,78.71428571428571,5.457142857142857
999.0,78.16666666666667,2.0000000000000004
999.1,84.5,11.799999999999999
999.2,82.85714285714286,4.257142857142857
999.3,77.3,2.8599999999999994
999.4,90.5,6.933333333333334
999.5,78.0,1.0666666666666667
999.6,85.0909090909091,7.999999999999999
999.7,76.0,2.45
999.8,86.58333333333333,3.966666666666667
999.9,92.55555555555556,9.044444444444444
1000.0,81.83333333333333,5.866666666666667
1000.1,91.83333333333333,7.566666666666666
1000.2,88.5,7.999999999999999
1000.3,84.45454545454545,4.000000000000001
